id,nombre,estado,haEstadoListaNegra
1003757203;Sofía Torres;rechazado;true
7041066904;Carlos Ramírez;rechazado;true
2052748153;Carlos Rodríguez;rechazado;true
8513841548;Camila Castaño;rechazado;true
4542181371;Camila Rodríguez;rechazado;true
2414897639;Carlos García;rechazado;true
9551556337;Camila Ramírez;rechazado;true
1037146722;Andrés Torres;rechazado;true
5301946403;Santiago García;rechazado;true
2195787516;Luisa Hernández;rechazado;true
9732384297;Camila García;rechazado;true
8444991192;Valentina Castaño;rechazado;true
7809848087;Carlos Rodríguez;rechazado;true
4879443085;Juan Pérez;rechazado;true
5183564189;Diego Valencia;rechazado;true
9522922638;Andrés Gómez;rechazado;true
9399163321;Diego Pérez;rechazado;true
1887090730;Andrés Castaño;rechazado;true
3553363986;María Hernández;rechazado;true
1122093757;Diego Torres;rechazado;true
5091666042;Valentina Rodríguez;rechazado;true
3538587868;María García;rechazado;true
6052970134;María García;rechazado;true
3277557134;Santiago Gómez;rechazado;true
9064994499;Camila Valencia;rechazado;true
6345078250;Andrés Pérez;rechazado;true
1322007948;Diego García;rechazado;true
6961048767;Andrés Valencia;rechazado;true
7061914440;Camila Pérez;rechazado;true
9595329241;Camila Ramírez;rechazado;true
5653951374;Camila Torres;rechazado;true
6997989422;Luisa Gómez;rechazado;true
3314503038;Luisa Ramírez;rechazado;true
9470908256;Carlos Gómez;rechazado;true
4835715928;Valentina Martínez;rechazado;true
4613819512;Santiago Valencia;rechazado;true
7809997207;Valentina Valencia;rechazado;true
2325873721;Valentina Rodríguez;rechazado;true
5068297543;Valentina Ramírez;rechazado;true
8440232293;Sofía Pérez;rechazado;true
5520054958;Valentina Castaño;rechazado;true
9110558472;Luisa Pérez;rechazado;true
8296072676;María Gómez;rechazado;true
4896422817;Juan Valencia;rechazado;true
1596866947;Luisa Castaño;rechazado;true
5642667052;Carlos Gómez;rechazado;true
