cedula;nombre;edad;correo;telefono;declaraRenta;haEstadoListaNegra;esPrePensionado;perteneceInsPublica;institucionPublica;tieneCondecoracion;tieneHijosInpec;tieneFamPolicia;esElMayorEdad;observacionDisciplinaria;semanas;ciudadNacimiento;ciudadResidencia;alcanzoEdadRPM;fondo;estado
9135814511;Antonio Jesús Muñoz;57;margaritamartinez@example.net;3149378103;False;False;False;True;armada;False;True;True;True;False;766;San Calixto;Pradera;True;porvenir;null
1598943718;Milena Alejandra González López;75;plopez@example.org;3044470602;False;False;True;True;minsalud;False;False;False;True;False;287;San Cayetano;Uramita;False;proteccion;null
6871267961;Juan Rengifo Camacho;59;brian59@example.net;3126346323;True;True;True;True;inpec;False;False;False;True;False;1107;Gachalá;Chinavita;True;extranjero;null
9843159488;José López Marín;73;vgarcia@example.com;3069071991;False;True;False;False;minsalud;False;True;True;False;True;577;Santa Bárbara de Pinto;Armenia;True;colfondos;null
4312433087;Darío Rubio López;68;maria99@example.com;3166620173;False;False;True;False;minsalud;False;True;True;False;False;63;El Carmen;La Unión;False;colfondos;null
7636135209;Karen Trujillo Mesa;39;alejandrosanchez@example.net;3167812393;False;False;False;False;inpec;False;False;False;False;False;505;Manzanares;Majagual;False;porvenir;null
4346522177;José Alejandro Ochoa Ramos;58;ycabrera@example.com;3005307867;False;False;False;False;minsalud;False;False;True;False;True;637;Carmen del Darién;Támara;False;extranjero;null
6020223419;Andrea Blanca Barreto;31;fgarcia@example.com;3058043873;True;True;False;False;mininterior;False;True;False;True;False;131;Villahermosa;Santa Fé de Antioquia;True;oldmutual;null
4286879143;Adriana Murillo Gómez;84;juanbarrera@example.com;3094744560;False;False;True;False;minsalud;False;False;False;True;False;496;Villeta;Silos;False;oldmutual;null
1249110553;Dayana Teresa Álvarez Arenas;61;carmenreyes@example.net;3026551943;True;True;True;True;mininterior;False;False;False;True;False;1166;Uribia;Acacías;True;colfondos;null
9075235502;Miguel Muñoz Martínez;72;melissajimenez@example.net;3024830808;False;False;False;False;mininterior;True;True;True;False;False;707;Floridablanca;Matanza;False;proteccion;null
8117875664;Carlos Héctor Álvarez Giraldo;52;cecilia86@example.org;3032044898;False;False;True;False;mininterior;False;True;False;True;True;481;Charalá;Manaure;True;colfondos;null
6560860613;Luis Gaviria;79;gaitansandra@example.net;3125050423;False;True;False;True;minsalud;False;True;False;False;False;831;San Pedro de los Milagros;Lloró;False;extranjero;null
8251521101;Alfonso Álvaro Calderón;64;nmoreno@example.net;3139380043;True;False;True;True;minsalud;False;False;False;True;False;111;San Lorenzo;Toca;False;porvenir;null
8554710906;Wilmar Luis Díaz Sánchez;22;andreaariza@example.net;3094629919;False;True;False;True;inpec;True;True;True;True;True;1029;Tuchín;Honda;False;porvenir;null
